[T] Epoch [0/29] | [0/500] TRAINING loss : 2.2996 TRAINING accuracy : 0.1300
[T] Epoch [3/29] | [11/500] TRAINING loss : 1.9779 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [12/500] TRAINING loss : 1.9465 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [13/500] TRAINING loss : 1.9889 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [14/500] TRAINING loss : 1.9088 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [15/500] TRAINING loss : 2.0300 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [16/500] TRAINING loss : 2.0165 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [17/500] TRAINING loss : 1.9759 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [18/500] TRAINING loss : 1.9416 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [19/500] TRAINING loss : 1.9765 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [20/500] TRAINING loss : 2.0059 TRAINING accuracy : 0.4300
[T] Epoch [3/29] | [21/500] TRAINING loss : 2.0061 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [22/500] TRAINING loss : 1.9238 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [23/500] TRAINING loss : 1.9683 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [24/500] TRAINING loss : 1.9502 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [25/500] TRAINING loss : 1.9916 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [26/500] TRAINING loss : 1.9995 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [27/500] TRAINING loss : 1.9811 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [28/500] TRAINING loss : 1.9926 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [29/500] TRAINING loss : 2.0352 TRAINING accuracy : 0.4200
[T] Epoch [3/29] | [30/500] TRAINING loss : 1.9161 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [31/500] TRAINING loss : 1.9497 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [32/500] TRAINING loss : 1.9494 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [33/500] TRAINING loss : 1.9558 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [34/500] TRAINING loss : 1.9079 TRAINING accuracy : 0.5800
[T] Epoch [3/29] | [35/500] TRAINING loss : 1.9943 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [36/500] TRAINING loss : 1.9367 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [37/500] TRAINING loss : 1.9811 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [38/500] TRAINING loss : 1.9429 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [39/500] TRAINING loss : 2.0308 TRAINING accuracy : 0.4200
[T] Epoch [3/29] | [40/500] TRAINING loss : 1.9563 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [41/500] TRAINING loss : 1.9721 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [42/500] TRAINING loss : 2.0004 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [43/500] TRAINING loss : 2.0157 TRAINING accuracy : 0.4300
[T] Epoch [3/29] | [44/500] TRAINING loss : 2.0754 TRAINING accuracy : 0.3800
[T] Epoch [3/29] | [45/500] TRAINING loss : 1.9781 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [46/500] TRAINING loss : 1.9994 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [47/500] TRAINING loss : 1.9766 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [48/500] TRAINING loss : 2.0080 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [49/500] TRAINING loss : 1.9805 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [50/500] TRAINING loss : 1.9329 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [51/500] TRAINING loss : 2.0088 TRAINING accuracy : 0.4400
[T] Epoch [3/29] | [52/500] TRAINING loss : 1.9595 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [53/500] TRAINING loss : 1.9535 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [54/500] TRAINING loss : 1.9045 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [55/500] TRAINING loss : 1.9104 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [56/500] TRAINING loss : 1.9625 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [57/500] TRAINING loss : 1.9047 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [58/500] TRAINING loss : 1.8725 TRAINING accuracy : 0.5900
[T] Epoch [3/29] | [59/500] TRAINING loss : 1.9265 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [60/500] TRAINING loss : 1.9518 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [61/500] TRAINING loss : 1.9356 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [62/500] TRAINING loss : 2.1259 TRAINING accuracy : 0.3400
[T] Epoch [3/29] | [63/500] TRAINING loss : 1.9710 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [64/500] TRAINING loss : 1.9395 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [65/500] TRAINING loss : 1.9632 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [66/500] TRAINING loss : 1.9870 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [67/500] TRAINING loss : 1.9969 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [68/500] TRAINING loss : 1.9388 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [69/500] TRAINING loss : 2.0354 TRAINING accuracy : 0.4200
[T] Epoch [3/29] | [70/500] TRAINING loss : 1.9579 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [71/500] TRAINING loss : 1.9745 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [72/500] TRAINING loss : 1.9962 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [73/500] TRAINING loss : 2.0101 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [74/500] TRAINING loss : 1.8800 TRAINING accuracy : 0.6000
[T] Epoch [3/29] | [75/500] TRAINING loss : 1.9759 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [76/500] TRAINING loss : 1.9662 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [77/500] TRAINING loss : 1.9558 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [78/500] TRAINING loss : 1.9957 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [79/500] TRAINING loss : 1.9613 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [80/500] TRAINING loss : 1.9908 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [81/500] TRAINING loss : 1.9080 TRAINING accuracy : 0.5900
[T] Epoch [3/29] | [82/500] TRAINING loss : 1.9731 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [83/500] TRAINING loss : 1.9802 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [84/500] TRAINING loss : 2.0225 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [85/500] TRAINING loss : 1.9902 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [86/500] TRAINING loss : 1.9955 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [87/500] TRAINING loss : 1.9439 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [88/500] TRAINING loss : 1.9841 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [89/500] TRAINING loss : 1.9664 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [90/500] TRAINING loss : 1.9020 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [91/500] TRAINING loss : 1.9076 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [92/500] TRAINING loss : 1.9896 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [93/500] TRAINING loss : 1.9165 TRAINING accuracy : 0.5500
[T] Epoch [3/29] | [94/500] TRAINING loss : 1.9542 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [95/500] TRAINING loss : 1.9618 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [96/500] TRAINING loss : 1.9358 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [97/500] TRAINING loss : 1.9047 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [98/500] TRAINING loss : 1.9572 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [99/500] TRAINING loss : 1.9826 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [100/500] TRAINING loss : 1.9816 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [101/500] TRAINING loss : 2.0133 TRAINING accuracy : 0.4400
[T] Epoch [3/29] | [102/500] TRAINING loss : 1.9331 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [103/500] TRAINING loss : 2.0278 TRAINING accuracy : 0.4400
[T] Epoch [3/29] | [104/500] TRAINING loss : 1.9404 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [105/500] TRAINING loss : 1.9055 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [106/500] TRAINING loss : 2.0291 TRAINING accuracy : 0.4400
[T] Epoch [3/29] | [107/500] TRAINING loss : 1.9959 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [108/500] TRAINING loss : 1.9822 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [109/500] TRAINING loss : 1.9656 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [110/500] TRAINING loss : 2.0166 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [111/500] TRAINING loss : 1.9943 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [112/500] TRAINING loss : 2.0038 TRAINING accuracy : 0.4300
[T] Epoch [3/29] | [113/500] TRAINING loss : 1.9126 TRAINING accuracy : 0.5800
[T] Epoch [3/29] | [114/500] TRAINING loss : 1.9436 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [115/500] TRAINING loss : 2.0196 TRAINING accuracy : 0.4200
[T] Epoch [3/29] | [116/500] TRAINING loss : 1.9822 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [117/500] TRAINING loss : 2.0087 TRAINING accuracy : 0.4400
[T] Epoch [3/29] | [118/500] TRAINING loss : 1.9918 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [119/500] TRAINING loss : 1.9245 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [120/500] TRAINING loss : 2.0087 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [121/500] TRAINING loss : 1.9764 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [122/500] TRAINING loss : 2.0206 TRAINING accuracy : 0.4300
[T] Epoch [3/29] | [123/500] TRAINING loss : 1.9698 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [124/500] TRAINING loss : 1.9620 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [125/500] TRAINING loss : 1.9959 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [126/500] TRAINING loss : 1.9666 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [127/500] TRAINING loss : 1.9483 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [128/500] TRAINING loss : 1.9098 TRAINING accuracy : 0.5800
[T] Epoch [3/29] | [129/500] TRAINING loss : 1.9820 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [130/500] TRAINING loss : 2.0297 TRAINING accuracy : 0.4300
[T] Epoch [3/29] | [131/500] TRAINING loss : 1.8555 TRAINING accuracy : 0.6200
[T] Epoch [3/29] | [132/500] TRAINING loss : 1.9474 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [133/500] TRAINING loss : 2.0086 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [134/500] TRAINING loss : 1.9253 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [135/500] TRAINING loss : 1.8842 TRAINING accuracy : 0.6000
[T] Epoch [3/29] | [136/500] TRAINING loss : 1.9847 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [137/500] TRAINING loss : 2.0427 TRAINING accuracy : 0.4200
[T] Epoch [3/29] | [138/500] TRAINING loss : 2.0000 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [139/500] TRAINING loss : 1.9140 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [140/500] TRAINING loss : 1.9563 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [141/500] TRAINING loss : 1.9685 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [142/500] TRAINING loss : 1.9254 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [143/500] TRAINING loss : 1.9703 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [144/500] TRAINING loss : 1.9384 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [145/500] TRAINING loss : 1.9307 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [146/500] TRAINING loss : 1.9867 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [147/500] TRAINING loss : 1.9819 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [148/500] TRAINING loss : 1.8898 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [149/500] TRAINING loss : 1.9152 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [150/500] TRAINING loss : 1.9665 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [151/500] TRAINING loss : 1.9820 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [152/500] TRAINING loss : 1.9616 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [153/500] TRAINING loss : 1.9683 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [154/500] TRAINING loss : 2.0022 TRAINING accuracy : 0.4400
[T] Epoch [3/29] | [155/500] TRAINING loss : 1.9799 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [156/500] TRAINING loss : 1.9460 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [157/500] TRAINING loss : 1.9812 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [158/500] TRAINING loss : 2.0055 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [159/500] TRAINING loss : 1.9491 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [160/500] TRAINING loss : 1.9785 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [161/500] TRAINING loss : 1.9926 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [162/500] TRAINING loss : 1.9761 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [163/500] TRAINING loss : 1.9777 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [164/500] TRAINING loss : 1.9042 TRAINING accuracy : 0.5500
[T] Epoch [3/29] | [165/500] TRAINING loss : 1.9680 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [166/500] TRAINING loss : 1.9951 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [167/500] TRAINING loss : 1.8884 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [168/500] TRAINING loss : 1.9969 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [169/500] TRAINING loss : 1.9298 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [170/500] TRAINING loss : 1.9529 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [171/500] TRAINING loss : 2.0028 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [172/500] TRAINING loss : 1.9190 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [173/500] TRAINING loss : 2.0138 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [174/500] TRAINING loss : 2.0615 TRAINING accuracy : 0.4000
[T] Epoch [3/29] | [175/500] TRAINING loss : 1.9137 TRAINING accuracy : 0.5500
[T] Epoch [3/29] | [176/500] TRAINING loss : 1.9272 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [177/500] TRAINING loss : 1.9149 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [178/500] TRAINING loss : 1.9946 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [179/500] TRAINING loss : 2.0105 TRAINING accuracy : 0.4300
[T] Epoch [3/29] | [180/500] TRAINING loss : 1.9282 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [181/500] TRAINING loss : 1.9436 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [182/500] TRAINING loss : 1.9986 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [183/500] TRAINING loss : 1.9621 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [184/500] TRAINING loss : 1.8800 TRAINING accuracy : 0.5900
[T] Epoch [3/29] | [185/500] TRAINING loss : 2.0437 TRAINING accuracy : 0.3900
[T] Epoch [3/29] | [186/500] TRAINING loss : 1.9457 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [187/500] TRAINING loss : 1.9547 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [188/500] TRAINING loss : 1.9964 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [189/500] TRAINING loss : 1.9400 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [190/500] TRAINING loss : 1.9459 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [191/500] TRAINING loss : 1.8964 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [192/500] TRAINING loss : 1.8937 TRAINING accuracy : 0.5900
[T] Epoch [3/29] | [193/500] TRAINING loss : 1.9262 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [194/500] TRAINING loss : 1.9484 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [195/500] TRAINING loss : 1.9541 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [196/500] TRAINING loss : 1.9758 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [197/500] TRAINING loss : 1.9177 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [198/500] TRAINING loss : 1.9122 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [199/500] TRAINING loss : 1.9730 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [200/500] TRAINING loss : 1.9138 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [201/500] TRAINING loss : 1.9683 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [202/500] TRAINING loss : 1.9647 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [203/500] TRAINING loss : 1.9242 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [204/500] TRAINING loss : 1.9436 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [205/500] TRAINING loss : 1.9974 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [206/500] TRAINING loss : 1.9217 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [207/500] TRAINING loss : 1.9341 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [208/500] TRAINING loss : 2.0544 TRAINING accuracy : 0.4000
[T] Epoch [3/29] | [209/500] TRAINING loss : 1.9756 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [210/500] TRAINING loss : 1.9066 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [211/500] TRAINING loss : 1.9525 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [212/500] TRAINING loss : 1.9977 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [213/500] TRAINING loss : 1.9231 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [214/500] TRAINING loss : 1.9205 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [215/500] TRAINING loss : 1.9983 TRAINING accuracy : 0.4400
[T] Epoch [3/29] | [216/500] TRAINING loss : 1.9408 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [217/500] TRAINING loss : 1.9477 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [218/500] TRAINING loss : 1.9828 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [219/500] TRAINING loss : 1.9153 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [220/500] TRAINING loss : 1.9326 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [221/500] TRAINING loss : 1.9276 TRAINING accuracy : 0.5500
[T] Epoch [3/29] | [222/500] TRAINING loss : 1.9778 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [223/500] TRAINING loss : 1.9322 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [224/500] TRAINING loss : 1.9583 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [225/500] TRAINING loss : 1.9507 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [226/500] TRAINING loss : 1.9687 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [227/500] TRAINING loss : 1.9062 TRAINING accuracy : 0.5800
[T] Epoch [3/29] | [228/500] TRAINING loss : 1.9759 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [229/500] TRAINING loss : 1.9712 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [230/500] TRAINING loss : 1.9315 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [231/500] TRAINING loss : 1.9696 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [232/500] TRAINING loss : 1.9457 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [233/500] TRAINING loss : 1.9588 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [234/500] TRAINING loss : 2.0052 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [235/500] TRAINING loss : 1.9545 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [236/500] TRAINING loss : 1.9550 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [237/500] TRAINING loss : 1.9305 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [238/500] TRAINING loss : 1.9702 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [239/500] TRAINING loss : 1.9472 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [240/500] TRAINING loss : 1.9387 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [241/500] TRAINING loss : 1.9790 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [242/500] TRAINING loss : 2.0005 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [243/500] TRAINING loss : 1.9175 TRAINING accuracy : 0.5500
[T] Epoch [3/29] | [244/500] TRAINING loss : 1.9492 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [245/500] TRAINING loss : 1.8765 TRAINING accuracy : 0.6100
[T] Epoch [3/29] | [246/500] TRAINING loss : 1.9854 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [247/500] TRAINING loss : 2.0324 TRAINING accuracy : 0.4200
[T] Epoch [3/29] | [248/500] TRAINING loss : 1.9285 TRAINING accuracy : 0.5500
[T] Epoch [3/29] | [249/500] TRAINING loss : 1.9536 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [250/500] TRAINING loss : 1.9270 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [251/500] TRAINING loss : 1.8913 TRAINING accuracy : 0.5900
[T] Epoch [3/29] | [252/500] TRAINING loss : 2.0612 TRAINING accuracy : 0.3900
[T] Epoch [3/29] | [253/500] TRAINING loss : 1.9660 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [254/500] TRAINING loss : 2.0021 TRAINING accuracy : 0.4400
[T] Epoch [3/29] | [255/500] TRAINING loss : 2.0175 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [256/500] TRAINING loss : 1.8970 TRAINING accuracy : 0.5500
[T] Epoch [3/29] | [257/500] TRAINING loss : 1.9688 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [258/500] TRAINING loss : 1.9504 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [259/500] TRAINING loss : 1.9763 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [260/500] TRAINING loss : 1.9157 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [261/500] TRAINING loss : 1.8952 TRAINING accuracy : 0.5900
[T] Epoch [3/29] | [262/500] TRAINING loss : 1.9408 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [263/500] TRAINING loss : 1.9497 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [264/500] TRAINING loss : 2.0230 TRAINING accuracy : 0.4300
[T] Epoch [3/29] | [265/500] TRAINING loss : 1.9690 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [266/500] TRAINING loss : 2.0118 TRAINING accuracy : 0.4300
[T] Epoch [3/29] | [267/500] TRAINING loss : 2.0025 TRAINING accuracy : 0.4600
[T] Epoch [3/29] | [268/500] TRAINING loss : 1.9704 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [269/500] TRAINING loss : 1.8772 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [270/500] TRAINING loss : 1.8974 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [271/500] TRAINING loss : 1.9887 TRAINING accuracy : 0.4500
[T] Epoch [3/29] | [272/500] TRAINING loss : 1.9305 TRAINING accuracy : 0.5300
[T] Epoch [3/29] | [273/500] TRAINING loss : 1.9306 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [274/500] TRAINING loss : 1.9408 TRAINING accuracy : 0.5500
[T] Epoch [3/29] | [275/500] TRAINING loss : 1.9348 TRAINING accuracy : 0.5500
[T] Epoch [3/29] | [276/500] TRAINING loss : 1.9480 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [277/500] TRAINING loss : 1.9991 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [278/500] TRAINING loss : 1.9692 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [279/500] TRAINING loss : 1.9639 TRAINING accuracy : 0.4900
[T] Epoch [3/29] | [280/500] TRAINING loss : 1.9583 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [281/500] TRAINING loss : 1.9546 TRAINING accuracy : 0.5200
[T] Epoch [3/29] | [282/500] TRAINING loss : 1.9973 TRAINING accuracy : 0.4400
[T] Epoch [3/29] | [283/500] TRAINING loss : 1.8854 TRAINING accuracy : 0.5800
[T] Epoch [3/29] | [284/500] TRAINING loss : 1.9652 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [285/500] TRAINING loss : 2.0019 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [286/500] TRAINING loss : 1.9425 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [287/500] TRAINING loss : 1.9461 TRAINING accuracy : 0.5100
[T] Epoch [3/29] | [288/500] TRAINING loss : 1.8985 TRAINING accuracy : 0.5800
[T] Epoch [3/29] | [289/500] TRAINING loss : 2.0159 TRAINING accuracy : 0.4300
[T] Epoch [3/29] | [290/500] TRAINING loss : 1.9370 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [291/500] TRAINING loss : 2.0040 TRAINING accuracy : 0.4400
[T] Epoch [3/29] | [292/500] TRAINING loss : 1.8931 TRAINING accuracy : 0.5600
[T] Epoch [3/29] | [293/500] TRAINING loss : 1.9755 TRAINING accuracy : 0.4800
[T] Epoch [3/29] | [294/500] TRAINING loss : 1.9918 TRAINING accuracy : 0.4700
[T] Epoch [3/29] | [295/500] TRAINING loss : 1.9127 TRAINING accuracy : 0.5700
[T] Epoch [3/29] | [296/500] TRAINING loss : 2.0413 TRAINING accuracy : 0.4000
[T] Epoch [3/29] | [297/500] TRAINING loss : 1.9330 TRAINING accuracy : 0.5400
[T] Epoch [3/29] | [298/500] TRAINING loss : 1.9120 TRAINING accuracy : 0.5500
[T] Epoch [3/29] | [299/500] TRAINING loss : 1.9609 TRAINING accuracy : 0.5000
[T] Epoch [3/29] | [300/500] TRAINING loss : 1.9362 TRAINING accuracy : 0.5300
